Gene name	Synonym	Accession number	Functional category	Description
Rv1463		Rv1463	3	PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER
Rv1473		Rv1473	3	PROBABLE MACROLIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER
Rv1476		Rv1476	3	POSSIBLE MEMBRANE PROTEIN
Rv1481		Rv1481	3	PROBABLE MEMBRANE PROTEIN
Rv1487		Rv1487	3	CONSERVED MEMBRANE PROTEIN
Rv1488		Rv1488	3	POSSIBLE EXPORTED CONSERVED PROTEIN
Rv1490		Rv1490	3	PROBABLE MEMBRANE PROTEIN
Rv1491c		Rv1491c	3	CONSERVED MEMBRANE PROTEIN
Rv1496		Rv1496	3	Possible transport system kinase
Rv1508c		Rv1508c	3	Probable membrane protein
Rv1510		Rv1510	3	conserved probable membrane protein
Rv1517		Rv1517	3	CONSERVED HYPOTHETICAL TRANSMEMBRANE PROTEIN
Rv1565c		Rv1565c	3	CONSERVED HYPOTHETICAL MEMBRANE PROTEIN
Rv1567c		Rv1567c	3	Probable hypothetical membrane protein
Rv1591		Rv1591	3	PROBABLE TRANSMEMBRANE PROTEIN
Rv1610		Rv1610	3	POSSIBLE CONSERVED MEMBRANE PROTEIN
Rv1615		Rv1615	3	Probable hypothetical membrane protein
Rv1616		Rv1616	3	CONSERVED MEMBRANE PROTEIN
Rv1619		Rv1619	3	CONSERVED MEMBRANE PROTEIN
Rv1624c		Rv1624c	3	Probable conserved membrane protein
Rv1634		Rv1634	3	Possible drug efflux membrane protein
Rv1635c		Rv1635c	3	Probable conserved transmembrane protein. Probable mannosyltransferase.
Rv1639c		Rv1639c	3	CONSERVED HYPOTHETICAL MEMBRANE PROTEIN
Rv1648		Rv1648	3	Probable transmembrane protein
Rv1667c		Rv1667c	3	PROBABLE SECOND PART OF MACROLIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER
Rv1668c		Rv1668c	3	PROBABLE FIRST PART OF MACROLIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER
Rv1671		Rv1671	3	PROBABLE MEMBRANE PROTEIN
Rv1672c		Rv1672c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN
Rv1678		Rv1678	3	PROBABLE INTEGRAL MEMBRANE PROTEIN
Rv1686c		Rv1686c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER
Rv1687c		Rv1687c	3	PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER
Rv1707		Rv1707	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv1708		Rv1708	3	PUTATIVE INITIATION INHIBITOR PROTEIN
Rv1730c		Rv1730c	3	POSSIBLE PENICILLIN-BINDING PROTEIN
Rv1733c		Rv1733c	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv1735c		Rv1735c	3	HYPOTHETICAL MEMBRANE PROTEIN
Rv1739c		Rv1739c	3	PROBABLE SULPHATE-TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER
Rv1744c		Rv1744c	3	PROBABLE MEMBRANE PROTEIN
Rv1747		Rv1747	3	PROBABLE CONSERVED TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER
Rv1749c		Rv1749c	3	POSSIBLE INTEGRAL MEMBRANE PROTEIN
Rv1761c		Rv1761c	3	HYPOTHETICAL EXPORTED PROTEIN
Rv1779c		Rv1779c	3	HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN
Rv1782		Rv1782	3	PROBABLE CONSERVED MEMBRANE PROTEIN
Rv1783		Rv1783	3	PROBABLE CONSERVED MEMBRANE PROTEIN
Rv1795		Rv1795	3	CONSERVED HYPOTHETICAL MEMBRANE PROTEIN
Rv1797		Rv1797	3	CONSERVED MEMBRANE PROTEIN
Rv1819c		Rv1819c	3	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER
Rv1824		Rv1824	3	CONSERVED HYPOTHETICAL MEMBRANE PROTEIN
Rv1841c		Rv1841c	3	CONSERVED HYPOTHETICAL MEMBRANE PROTEIN
Rv1842c		Rv1842c	3	CONSERVED HYPOTHETICAL MEMBRANE PROTEIN
Rv1845c		Rv1845c	3	CONSERVED HYPOTHETICAL TRANSMEMBRANE PROTEIN
Rv1861		Rv1861	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv1863c		Rv1863c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv1877		Rv1877	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv1888c		Rv1888c	3	POSSIBLE TRANSMEMBRANE PROTEIN
Rv1892		Rv1892	3	PROBABLE MEMBRANE PROTEIN
Rv1903		Rv1903	3	PROBABLE CONSERVED MEMBRANE PROTEIN
Rv1910c		Rv1910c	3	PROBABLE EXPORTED PROTEIN
Rv1920		Rv1920	3	PROBABLE MEMBRANE PROTEIN
Rv1922		Rv1922	3	PROBABLE CONSERVED LIPOPROTEIN
Rv1972		Rv1972	3	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN
Rv1973		Rv1973	3	POSSIBLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN
Rv1974		Rv1974	3	PROBABLE CONSERVED MEMBRANE PROTEIN
Rv1979c		Rv1979c	3	POSSIBLE CONSERVED PERMEASE
Rv1986		Rv1986	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv1987		Rv1987	3	POSSIBLE CHITINASE
Rv1999c		Rv1999c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv2025c		Rv2025c	3	POSSIBLE CONSERVED MEMBRANE PROTEIN
Rv2037c		Rv2037c	3	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
Rv2038c		Rv2038c	3	Probable sugar-transport ATP-binding protein ABC transporter
Rv2039c		Rv2039c	3	Probable sugar-transport integral membrane protein ABC transporter
Rv2040c		Rv2040c	3	Probable sugar-transport integral membrane protein ABC transporter
Rv2041c		Rv2041c	3	Probable sugar-binding lipoprotein
Rv2053c		Rv2053c	3	PROBABLE TRANSMEMBRANE PROTEIN
Rv2060		Rv2060	3	Possible conserved integral membrane protein
Rv2075c		Rv2075c	3	Possible hypothetical exported or envelope protein
Rv2077c		Rv2077c	3	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
Rv2081c		Rv2081c	3	POSSIBLE TRANSMEMBRANE PROTEIN
Rv2091c		Rv2091c	3	Probable membrane protein
Rv2113		Rv2113	3	Probable integral membrane protein
Rv2115c		Rv2115c	3	ATPase
Rv2120c		Rv2120c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv2128		Rv2128	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv2136c		Rv2136c	3	Possible conserved transmembrane protein
Rv2144c		Rv2144c	3	Probable transmembrane protein
Rv2146c		Rv2146c	3	Possible conserved transmembrane protein
Rv2164c		Rv2164c	3	PROBABLE CONSERVED PROLINE RICH MEMBRANE PROTEIN
Rv2169c		Rv2169c	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv2180c		Rv2180c	3	Probable conserved integral membrane protein
Rv2181		Rv2181	3	Probable alpha(1->2)mannosyltransferase. Probable conserved integral membrane protein.
Rv2197c		Rv2197c	3	Probable conserved transmembrane protein
Rv2199c		Rv2199c	3	Possible conserved integral membrane protein
Rv2203		Rv2203	3	POSSIBLE CONSERVED MEMBRANE PROTEIN
Rv2206		Rv2206	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv2209		Rv2209	3	Probable conserved integral membrane protein
Rv2219		Rv2219	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv2219A		Rv2219A	3	PROBABLE CONSERVED MEMBRANE PROTEIN
Rv2223c		Rv2223c	3	Probable exported protease
Rv2224c		Rv2224c	3	Probable exported protease
Rv2235		Rv2235	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv2253		Rv2253	3	Possible secreted unknown protein
Rv2254c		Rv2254c	3	Probable integral membrane protein
Rv2265		Rv2265	3	Possible conserved integral membrane protein
Rv2272		Rv2272	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv2273		Rv2273	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv2306A		Rv2306A	3	POSSIBLE CONSERVED MEMBRANE PROTEIN
Rv2306B		Rv2306B	3	POSSIBLE CONSERVED MEMBRANE PROTEIN
Rv2326c		Rv2326c	3	POSSIBLE TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSORTER
Rv2333c		Rv2333c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN
Rv2345		Rv2345	3	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
Rv2361c	<I>uppS</I>	Rv2361c	3	LONG (C50) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-DECAPRENYL DIPHOSPHATE SYNTHASE)
Rv2366c		Rv2366c	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv2395		Rv2395	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv2401A		Rv2401A	3	POSSIBLE CONSERVED MEMBRANE PROTEIN
Rv2434c		Rv2434c	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv2437		Rv2437	3	CONSERVED TRANSMEMBRANE PROTEIN
Rv2446c		Rv2446c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv2456c		Rv2456c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN
Rv2459		Rv2459	3	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN
Rv2473		Rv2473	3	POSSIBLE ALANINE AND PROLINE RICH MEMBRANE PROTEIN
Rv2477c		Rv2477c	3	PROBABLE MACROLIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER
Rv2507		Rv2507	3	POSSIBLE CONSERVED PROLINE RICH MEMBRANE PROTEIN
Rv2508c		Rv2508c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE LEUCINE AND ALANINE RICH PROTEIN
Rv2520c		Rv2520c	3	POSSIBLE CONSERVED MEMBRANE PROTEIN
Rv2536		Rv2536	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv2553c		Rv2553c	3	PROBABLE CONSERVED MEMBRANE PROTEIN
Rv2560		Rv2560	3	PROBABLE PROLINE AND GLYCINE RICH TRANSMEMBRANE PROTEIN
Rv2563		Rv2563	3	PROBABLE GLUTAMINE-TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER
Rv2571c		Rv2571c	3	PROBABLE TRANSMEMBRANE ALANINE AND VALINE AND LEUCINE RICH PROTEIN
Rv2575		Rv2575	3	POSSIBLE CONSERVED MEMBRANE GLYCINE RICH PROTEIN
Rv2576c		Rv2576c	3	POSSIBLE CONSERVED MEMBRANE PROTEIN
Rv2585c		Rv2585c	3	POSSIBLE CONSERVED LIPOPROTEIN
Rv2597		Rv2597	3	PROBABLE MEMBRANE PROTEIN
Rv2599		Rv2599	3	PROBABLE CONSERVED MEMBRANE PROTEIN
Rv2600		Rv2600	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv2609c		Rv2609c	3	PROBABLE CONSERVED MEMBRANE PROTEIN
Rv2617c		Rv2617c	3	PROBABLE TRANSMEMBRANE PROTEIN
Rv2620c		Rv2620c	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv2625c		Rv2625c	3	PROBABLE CONSERVED TRANSMEMBRANE ALANINE AND LEUCINE RICH PROTEIN
Rv2639c		Rv2639c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv2668		Rv2668	3	POSSIBLE EXPORTED ALANINE AND VALINE RICH PROTEIN
Rv2673		Rv2673	3	POSSIBLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv2686c		Rv2686c	3	PROBABLE ANTIBIOTIC-TRANSPORT INTEGRAL MEMBRANE LEUCINE AND ALANINE AND VALINE RICH PROTEIN ABC TRANSPORTER
Rv2687c		Rv2687c	3	PROBABLE ANTIBIOTIC-TRANSPORT INTEGRAL MEMBRANE LEUCINE AND VALINE RICH PROTEIN ABC TRANSPORTER
Rv2688c		Rv2688c	3	PROBABLE ANTIBIOTIC-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER
Rv2690c		Rv2690c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE ALANINE AND VALINE AND LEUCINE RICH PROTEIN
Rv2693c		Rv2693c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE ALANINE AND LEUCINE RICH PROTEIN
Rv2698		Rv2698	3	PROBABLE CONSERVED ALANINE RICH TRANSMEMBRANE PROTEIN
Rv2700		Rv2700	3	POSSIBLE CONSERVED SECRETED ALANINE RICH PROTEIN
Rv2709		Rv2709	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv2719c		Rv2719c	3	POSSIBLE CONSERVED MEMBRANE PROTEIN
Rv2721c		Rv2721c	3	POSSIBLE CONSERVED TRANSMEMBRANE ALANINE AND GLYCINE RICH PROTEIN
Rv2723		Rv2723	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv2729c		Rv2729c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE ALANINE VALINE AND LEUCINE RICH PROTEIN
Rv2732c		Rv2732c	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv2743c		Rv2743c	3	POSSIBLE CONSERVED TRANSMEMBRANE ALANINE RICH PROTEIN
Rv2767c		Rv2767c	3	POSSIBLE MEMBRANE PROTEIN
Rv2772c		Rv2772c	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv2799		Rv2799	3	PROBABLE MEMBRANE PROTEIN
Rv2806		Rv2806	3	POSSIBLE MEMBRANE PROTEIN
Rv2843		Rv2843	3	PROBABLE CONSERVED TRANSMEMBRANE ALANINE RICH PROTEIN
Rv2864c		Rv2864c	3	POSSIBLE PENICILLIN-BINDING LIPOPROTEIN
Rv2876		Rv2876	3	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
Rv2877c	<I>merT</I>	Rv2877c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv2963		Rv2963	3	PROBABLE INTEGRAL MEMBRANE PROTEIN
Rv2968c		Rv2968c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv2969c		Rv2969c	3	POSSIBLE CONSERVED MEMBRANE OR SECRETED PROTEIN
Rv2972c		Rv2972c	3	POSSIBLE CONSERVED MEMBRANE OR EXPORTED PROTEIN
Rv2980		Rv2980	3	POSSIBLE CONSERVED SECRETED PROTEIN
Rv2994		Rv2994	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv3000		Rv3000	3	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3041c		Rv3041c	3	PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER
Rv3064c		Rv3064c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv3069		Rv3069	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3070		Rv3070	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv3092c		Rv3092c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv3104c		Rv3104c	3	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3162c		Rv3162c	3	POSSIBLE INTEGRAL MEMBRANE PROTEIN
Rv3163c		Rv3163c	3	POSSIBLE CONSERVED SECRETED PROTEIN
Rv3193c		Rv3193c	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3194c		Rv3194c	3	POSSIBLE CONSERVED SECRETED PROTEIN
Rv3197		Rv3197	3	PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER
Rv3200c		Rv3200c	3	POSSIBLE TRANSMEMBRANE CATION TRANSPORTER
Rv3213c		Rv3213c	3	POSSIBLE SOJ/PARA-RELATED PROTEIN
Rv3217c		Rv3217c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv3236c	<I>kefB</I>	Rv3236c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN
Rv3238c		Rv3238c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv3239c		Rv3239c	3	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN
Rv3253c		Rv3253c	3	POSSIBLE CATIONIC AMINO ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN
Rv3271c		Rv3271c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv3277		Rv3277	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3278c		Rv3278c	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3289c		Rv3289c	3	POSSIBLE TRANSMEMBRANE PROTEIN
Rv3312A		Rv3312A	3	SECRETED PROTEIN ANTIGEN
Rv3335c		Rv3335c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv3346c		Rv3346c	3	CONSERVED TRANSMEMBRANE PROTEIN
Rv3355c		Rv3355c	3	Probable integral membrane protein
Rv3395A		Rv3395A	3	PROBABLE MEMBRANE PROTEIN
Rv3402c		Rv3402c	3	CONSERVED HYPOTHETICAL PROTEIN
Rv3434c		Rv3434c	3	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3435c		Rv3435c	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3437		Rv3437	3	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3447c		Rv3447c	3	PROBABLE CONSERVED MEMBRANE PROTEIN
Rv3448		Rv3448	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv3450c		Rv3450c	3	PROBABLE CONSERVED MEMBRANE PROTEIN
Rv3453		Rv3453	3	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3454		Rv3454	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv3479		Rv3479	3	POSSIBLE TRANSMEMBRANE PROTEIN
Rv3481c		Rv3481c	3	PROBABLE INTEGRAL MEMBRANE PROTEIN
Rv3482c		Rv3482c	3	PROBABLE CONSERVED MEMBRANE PROTEIN
Rv3483c		Rv3483c	3	POSSIBLE EXPORTED PROTEIN
Rv3524		Rv3524	3	PROBABLE CONSERVED MEMBRANE PROTEIN
Rv3587c		Rv3587c	3	PROBABLE CONSERVED MEMBRANE PROTEIN
Rv3604c		Rv3604c	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN RICH IN ALANINE AND ARGININE AND PROLINE
Rv3605c		Rv3605c	3	PROBABLE CONSERVED SECRETED PROTEIN
Rv3629c		Rv3629c	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv3630		Rv3630	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv3632		Rv3632	3	POSSIBLE CONSERVED MEMBRANE PROTEIN
Rv3635		Rv3635	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3645		Rv3645	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3657c		Rv3657c	3	POSSIBLE CONSERVED ALANINE RICH MEMBRANE PROTEIN
Rv3658c		Rv3658c	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3669		Rv3669	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3675		Rv3675	3	POSSIBLE MEMBRANE PROTEIN
Rv3679		Rv3679	3	PROBABLE ANION TRANSPORTER ATPASE
Rv3680		Rv3680	3	PROBABLE ANION TRANSPORTER ATPASE
Rv3689		Rv3689	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3690		Rv3690	3	PROBABLE CONSERVED MEMBRANE PROTEIN
Rv3693		Rv3693	3	POSSIBLE CONSERVED MEMBRANE PROTEIN
Rv3694c		Rv3694c	3	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3695		Rv3695	3	POSSIBLE CONSERVED MEMBRANE PROTEIN
Rv3723		Rv3723	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3728		Rv3728	3	PROBABLE CONSERVED TWO-DOMAIN MEMBRANE PROTEIN
Rv3737		Rv3737	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3760		Rv3760	3	POSSIBLE CONSERVED MEMBRANE PROTEIN
Rv3779		Rv3779	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ALANINE AND LEUCINE RICH
Rv3789		Rv3789	3	POSSIBLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv3792		Rv3792	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3802c		Rv3802c	3	PROBABLE CONSERVED MEMBRANE PROTEIN
Rv3805c		Rv3805c	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3806c		Rv3806c	3	POSSIBLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv3807c		Rv3807c	3	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3821		Rv3821	3	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Rv3835		Rv3835	3	PROBABLE CONSERVED MEMBRANE PROTEIN
Rv3843c		Rv3843c	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3848		Rv3848	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3851		Rv3851	3	POSSIBLE MEMBRANE PROTEIN
Rv3857c		Rv3857c	3	POSSIBLE MEMBRANE PROTEIN
Rv3869		Rv3869	3	POSSIBLE CONSERVED MEMBRANE PROTEIN
Rv3870		Rv3870	3	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3877		Rv3877	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3882c		Rv3882c	3	POSSIBLE CONSERVED MEMBRANE PROTEIN
Rv3885c		Rv3885c	3	POSSIBLE CONSERVED MEMBRANE PROTEIN
Rv3887c		Rv3887c	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3888c		Rv3888c	3	PROBABLE CONSERVED MEMBRANE PROTEIN
Rv3894c		Rv3894c	3	POSSIBLE CONSERVED MEMBRANE PROTEIN
Rv3895c		Rv3895c	3	PROBABLE CONSERVED MEMBRANE PROTEIN
Rv3901c		Rv3901c	3	POSSIBLE MEMBRANE PROTEIN
Rv3910		Rv3910	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Rv3921c		Rv3921c	3	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
sapM	<I>Rv3310</I>	Rv3310	3	ACID PHOSPHATASE (ACID PHOSPHOMONOESTERASE) (PHOSPHOMONOESTERASE) (GLYCEROPHOSPHATASE)
secA1	<I>secA</I>, <I>Rv3240c</I>	Rv3240c	3	PROBABLE PREPROTEIN TRANSLOCASE SECA1 1 SUBUNIT
secA2	<I>Rv1821</I>	Rv1821	3	POSSIBLE PREPROTEIN TRANSLOCASE ATPase SECA2
secD	<I>Rv2587c</I>	Rv2587c	3	PROBABLE PROTEIN-EXPORT MEMBRANE PROTEIN SECD
secE1	<I>secE</I>, <I>Rv0638</I>	Rv0638	3	PROBABLE PREPROTEIN TRANSLOCASE SECE1
secE2	<I>Rv0379</I>	Rv0379	3	POSSIBLE PROTEIN TRANSPORT PROTEIN SECE2
secF	<I>Rv2586c</I>	Rv2586c	3	PROBABLE PROTEIN-EXPORT MEMBRANE PROTEIN SECF
secG	<I>Rv1440</I>	Rv1440	3	PROBABLE PROTEIN-EXPORT MEMBRANE PROTEIN (TRANSLOCASE SUBUNIT) SECG
secY	<I>Rv0732</I>	Rv0732	3	PROBABLE PREPROTEIN TRANSLOCASE SECY
smc	<I>Rv2922c</I>	Rv2922c	3	PROBABLE CHROMOSOME PARTITION PROTEIN SMC
sppA	<I>Rv0724</I>	Rv0724	3	POSSIBLE PROTEASE IV SPPA (ENDOPEPTIDASE IV) (SIGNAL PEPTIDE PEPTIDASE)
subI	<I>Rv2400c</I>	Rv2400c	3	PROBABLE SULFATE-BINDING LIPOPROTEIN SUBI
sugA	<I>Rv1236</I>	Rv1236	3	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER SUGA
sugB	<I>Rv1237</I>	Rv1237	3	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER SUGB
sugC	<I>Rv1238</I>	Rv1238	3	PROBABLE SUGAR-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER SUGC
sugI	<I>Rv3331</I>	Rv3331	3	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN SUGI
tatA	<I>Rv2094c</I>	Rv2094c	3	PROBABLE SEC-INDEPENDENT PROTEIN TRANSLOCASE MEMBRANE-BOUND PROTEIN TATA
tatB	<I>Rv1224</I>	Rv1224	3	Probable protein TatB
tatC	<I>Rv2093c</I>	Rv2093c	3	Probable Sec-independent protein translocase transmembrane protein tatC
tatD	<I>yjjV</I>, <I>Rv1008</I>	Rv1008	3	PROBABLE DEOXYRIBONUCLEASE TATD (YJJV PROTEIN)
TB22.2	<I>Rv3036c</I>	Rv3036c	3	PROBABLE CONSERVED SECRETED PROTEIN TB22.2
TB8.4	<I>Rv1174c</I>	Rv1174c	3	LOW MOLECULAR WEIGHT T-CELL ANTIGEN TB8.4
tig	<I>Rv2462c</I>	Rv2462c	3	PROBABLE TRIGGER FACTOR (TF) PROTEIN TIG
ugpA	<I>Rv2835c</I>	Rv2835c	3	PROBABLE Sn-GLYCEROL-3-PHOSPHATE TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER UGPA
ugpB	<I>Rv2833c</I>	Rv2833c	3	PROBABLE Sn-GLYCEROL-3-PHOSPHATE-BINDING LIPOPROTEIN UGPB
ugpC	<I>Rv2832c</I>	Rv2832c	3	PROBABLE Sn-GLYCEROL-3-PHOSPHATE TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER UGPC
ugpE	<I>Rv2834c</I>	Rv2834c	3	PROBABLE Sn-GLYCEROL-3-PHOSPHATE TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER UGPE
uspA	<I>Rv2316</I>	Rv2316	3	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPA
uspB	<I>Rv2317</I>	Rv2317	3	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPB
uspC	<I>Rv2318</I>	Rv2318	3	PROBABLE PERIPLASMIC SUGAR-BINDING LIPOPROTEIN USPC
wag31	<I>ag84</I>, <I>Rv2145c</I>	Rv2145c	3	CONSERVED HYPOTHETICAL PROTEIN WAG31
wbbL1	<I>wbbL</I>, <I>Rv3265c</I>	Rv3265c	3	PROBABLE dTDP-RHA:A-D-GlcNAc-DIPHOSPHORYL POLYPRENOL, A-3-L-RHAMNOSYL TRANSFERASE WBBL1 (ALPHA-L-RHAMNOSE-(1->3)-ALPHA-D-GlcNAc(1->P)-P-DECAPRENYL)
yajC	<I>Rv2588c</I>	Rv2588c	3	PROBABLE CONSERVED MEMBRANE PROTEIN SECRETION FACTOR YAJC
yjcE	<I>Rv2287</I>	Rv2287	3	Probable conserved integral membrane transport protein YjcE
