Gene name	Synonym	Accession number	Functional category	Description
lldD1	<I>Rv0694</I>	Rv0694	7	POSSIBLE L-LACTATE DEHYDROGENASE (CYTOCHROME) LLDD1
lldD2	<I>Rv1872c</I>	Rv1872c	7	POSSIBLE L-LACTATE DEHYDROGENASE (CYTOCHROME) LLDD2
lpdA	<I>Rv3303c</I>	Rv3303c	7	PROBABLE DIHYDROLIPOAMIDE DEHYDROGENASE LPDA (LIPOAMIDE REDUCTASE (NADH)) (LIPOYL DEHYDROGENASE) (DIHYDROLIPOYL DEHYDROGENASE) (DIAPHORASE)
lpdC	<I>TB49.2, CIP50</I>, <I>Rv0462</I>	Rv0462	7	DIHYDROLIPOAMIDE DEHYDROGENASE LPD (LIPOAMIDE REDUCTASE (NADH)) (LIPOYL DEHYDROGENASE) (DIHYDROLIPOYL DEHYDROGENASE) (DIAPHORASE)
lysA	<I>Rv1293</I>	Rv1293	7	PROBABLE DIAMINOPIMELATE DECARBOXYLASE LYSA (DAP DECARBOXYLASE)
malQ	<I>Rv1781c</I>	Rv1781c	7	PROBABLE 4-ALPHA-GLUCANOTRANSFERASE MALQ (Amylomaltase) (Disproportionating enzyme) (D-enzyme)
manA	<I>Rv3255c</I>	Rv3255c	7	PROBABLE MANNOSE-6-PHOSPHATE ISOMERASE MANA (PHOSPHOMANNOSE ISOMERASE) (PHOSPHOMANNOISOMERASE) (PMI) (PHOSPHOHEXOISOMERASE) (PHOSPHOHEXOMUTASE)
mapA	<I>map</I>, <I>Rv0734</I>	Rv0734	7	PROBABLE METHIONINE AMINOPEPTIDASE MAPA (MAP) (PEPTIDASE M) (MetAP)
mapB	<I>map</I>, <I>Rv2861c</I>	Rv2861c	7	PROBABLE METHIONINE AMINOPEPTIDASE MAPB (MAP) (PEPTIDASE M)
mdh	<I>Rv1240</I>	Rv1240	7	PROBABLE MALATE DEHYDROGENASE MDH
menA	<I>Rv0534c</I>	Rv0534c	7	1,4-DIHYDROXY-2-NAPHTHOATE OCTAPRENYLTRANSFERASE MENA (DHNA-OCTAPRENYLTRANSFERASE)
menB	<I>Rv0548c</I>	Rv0548c	7	PROBABLE NAPHTHOATE SYNTHASE MENB (DIHYDROXYNAPHTHOIC ACID SYNTHETASE) (DHNA SYNTHETASE)
menC	<I>Rv0553</I>	Rv0553	7	PROBABLE MUCONATE CYCLOISOMERASE MENC (CIS,CIS-MUCONATE LACTONIZING ENZYME) (MLE)
menD	<I>Rv0555</I>	Rv0555	7	PROBABLE BIFUNCTIONAL MENAQUINONE BIOSYNTHESIS PROTEIN MEND : 2-SUCCINYL-6-HYDROXY-2,4-CYCLOHEXADIENE-1-CARBOXYLATE SYNTHASE (SHCHC SYNTHASE) + 2-OXOGLUTARATE DECARBOXYLASE (ALPHA- KETOGLUTARATE DECARBOXYLASE) (KDC)
menE	<I>Rv0542c</I>	Rv0542c	7	POSSIBLE O-SUCCINYLBENZOIC ACID--CoA LIGASE MENE (OSB-CoA SYNTHETASE) (O-SUCCINYLBENZOATE-CoA SYNTHASE)
menH	<I>menG</I>, <I>ubiE</I>, <I>Rv0558</I>	Rv0558	7	PROBABLE UBIQUINONE/MENAQUINONE BIOSYNTHESIS METHYLTRANSFERASE MENH (2-heptaprenyl-1,4-naphthoquinone methyltransferase)
metA	<I>Rv3341</I>	Rv3341	7	PROBABLE HOMOSERINE O-ACETYLTRANSFERASE META (HOMOSERINE O-TRANS-ACETYLASE) (HOMOSERINE TRANSACETYLASE) (HTA)
metB	<I>Rv1079</I>	Rv1079	7	PROBABLE CYSTATHIONINE GAMMA-SYNTHASE METB (CGS) (O-SUCCINYLHOMOSERINE [THIOL]-LYASE)
metC	<I>Rv3340</I>	Rv3340	7	PROBABLE O-ACETYLHOMOSERINE SULFHYDRYLASE METC (HOMOCYSTEINE SYNTHASE) (O-ACETYLHOMOSERINE (THIOL)-LYASE) (OAH SULFHYDRYLASE) (O-ACETYL-L-HOMOSERINE SULFHYDRYLASE)
metE	<I>Rv1133c</I>	Rv1133c	7	PROBABLE5-METHYLTETRAHYDROPTEROYLTRIGLUTAMATE--HOMOCYSTEINE METHYLTRANSFERASE METE (methionine synthase, vitamin-B12 independent isozyme)
metH	<I>Rv2124c</I>	Rv2124c	7	Probable 5-methyltetrahydrofolate--homocystein methyltransferase MetH (Methionine synthase, vitamin-B12 dependent isozyme) (MS)
metK	<I>Rv1392</I>	Rv1392	7	PROBABLE S-ADENOSYLMETHIONINE SYNTHETASE METK (MAT) (AdoMet synthetase) (Methionine adenosyltransferase)
metZ	<I>Rv0391</I>	Rv0391	7	PROBABLE O-SUCCINYLHOMOSERINE SULFHYDRYLASE METZ (OSH SULFHYDRYLASE)
mez	<I>Rv2332</I>	Rv2332	7	PROBABLE [NAD] DEPENDENT MALATE OXIDOREDUCTASE MEZ (MALIC ENZYME) (NAD-MALIC ENZYME) (MALATE DEHYDROGENASE (OXALOACETATE DECARBOXYLATING)) (PYRUVIC-MALIC CARBOXYLASE) (NAD-ME)
mhpE	<I>Rv3469c</I>	Rv3469c	7	PROBABLE 4-HYDROXY-2-OXOVALERATE ALDOLASE MHPE (HOA)
miaA	<I>Rv2727c</I>	Rv2727c	7	PROBABLE TRNA DELTA(2)-ISOPENTENYLPYROPHOSPHATE TRANSFERASE MIAA (IPP TRANSFERASE) (ISOPENTENYL-DIPHOSPHATE:TRNA ISOPENTENYLTRANSFERASE) (IPTASE) (IPPT)
mmsA	<I>Rv0753c</I>	Rv0753c	7	PROBABLE METHYLMALONATE-SEMIALDEHYDE DEHYDROGENASE MMSA (METHYLMALONIC ACID SEMIALDEHYDE DEHYDROGENASE) (MMSDH)
mmsB	<I>Rv0751c</I>	Rv0751c	7	PROBABLE 3-HYDROXYISOBUTYRATE DEHYDROGENASE MMSB (HIBADH)
mmuM	<I>Rv2458</I>	Rv2458	7	PROBABLE HOMOCYSTEINE S-METHYLTRANSFERASE MMUM (S-METHYLMETHIONINE:HOMOCYSTEINE METHYLTRANSFERASE) (CYSTEINE METHYLTRANSFERASE)
moaA1	<I>moaA</I>, <I>Rv3109</I>	Rv3109	7	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN A MOAA1
moaA2	<I>Rv0869c</I>	Rv0869c	7	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN A2 MOAA2
moaB1	<I>moaB</I>, <I>Rv3110</I>	Rv3110	7	PROBABLE PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE MOAB1 (PHS) (4-ALPHA- HYDROXY-TETRAHYDROPTERIN DEHYDRATASE) (PTERIN-4-A-CARBINOLAMINE DEHYDRATASE) (PHENYLALANINE HYDROXYLASE-STIMULATING PROTEIN) (PHS) (PTERIN CARBINOLAMINE DEHYDRATASE) (PCD)
moaB2	<I>Rv0984</I>	Rv0984	7	POSSIBLE PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE MOAB2 (PHS) (4-ALPHA- HYDROXY-TETRAHYDROPTERIN DEHYDRATASE) (PTERIN-4-A-CARBINOLAMINE DEHYDRATASE) (PHENYLALANINE HYDROXYLASE-STIMULATING PROTEIN) (PHS) (PTERIN CARBINOLAMINE DEHYDRATASE) (PCD)
moaC1	<I>moaC</I>, <I>Rv3111</I>	Rv3111	7	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN C MOAC1
moaC2	<I>Rv0864</I>	Rv0864	7	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN C 2 MOAC2
moaC3	<I>Rv3324c</I>	Rv3324c	7	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN C 3 MOAC3
moaD1	<I>moaD</I>, <I>Rv3112</I>	Rv3112	7	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN D MOAD1 (MOLYBDOPTERIN CONVERTING FACTOR SMALL SUBUNIT) (MOLYBDOPTERIN [MPT] CONVERTING FACTOR, SUBUNIT 1)
moaD2	<I>Rv0868c</I>	Rv0868c	7	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN D 2 MOAD2 (MOLYBDOPTERIN CONVERTING FACTOR SMALL SUBUNIT) (MOLYBDOPTERIN [MPT] CONVERTING FACTOR, SUBUNIT 1)
moaE1	<I>moaE</I>, <I>Rv3119</I>	Rv3119	7	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN E MOAE1 (MOLYBDOPTERIN CONVERTING FACTOR LARGE SUBUNIT) (MOLYBDOPTERIN [MPT] CONVERTING FACTOR, SUBUNIT 2)
moaE2	<I>Rv0866</I>	Rv0866	7	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN E2 MOAE2 (MOLYBDOPTERIN CONVERTING FACTOR LARGE SUBUNIT) (MOLYBDOPTERIN [MPT] CONVERTING FACTOR, SUBUNIT 2)
moaX	<I>Rv3323c</I>	Rv3323c	7	PROBABLE MOAD-MOAE FUSION PROTEIN MOAX
mobA	<I>Rv2453c</I>	Rv2453c	7	PROBABLE MOLYBDOPTERIN-GUANINE DINUCLEOTIDE BIOSYNTHESIS PROTEIN A MOBA
moeA1	<I>moeA</I>, <I>Rv0994</I>	Rv0994	7	PROBABLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN MOEA1
moeA2	<I>moeA3</I>, <I>Rv0438c</I>	Rv0438c	7	PROBABLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN MOEA2
moeB1	<I>moeZ</I>, <I>Rv3206c</I>	Rv3206c	7	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN MOEB1 (MPT-SYNTHASE SULFURYLASE) (MOLYBDOPTERIN SYNTHASE SULPHURYLASE)
moeB2	<I>moeB</I>, <I>Rv3116</I>	Rv3116	7	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN MOEB2 (MPT-SYNTHASE SULFURYLASE) (MOLYBDOPTERIN SYNTHASE SULPHURYLASE)
moeW	<I>Rv2338c</I>	Rv2338c	7	POSSIBLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN MOEW
moeX	<I>Rv1681</I>	Rv1681	7	POSSIBLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN MOEX
moeY	<I>Rv1355c</I>	Rv1355c	7	POSSIBLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN MOEY
mog	<I>Rv0865</I>	Rv0865	7	PROBABLE MOLYBDOPTERIN BIOSYNTHESIS MOG PROTEIN
mqo	<I>Rv2852c</I>	Rv2852c	7	PROBABLE MALATE:QUINONE OXIDOREDUCTASE MQO (MALATE DEHYDROGENASE [ACCEPTOR])
mrp	<I>Rv1229c</I>	Rv1229c	7	PROBABLE MRP-RELATED PROTEIN MRP
mrsA	<I>Rv3441c</I>	Rv3441c	7	PROBABLE PHOSPHO-SUGAR MUTASE / MRSA PROTEIN HOMOLOG
mscR	<I>Rv2259</I>	Rv2259	7	S-nitrosomycothiol reductase MscR
mshA	<I>Rv0486</I>	Rv0486	7	GLYCOSYLTRANSFERASE MSHA
mshB	<I>Rv1170</I>	Rv1170	7	N-Acetyl-1-D-myo-Inosityl-2-Amino-2-Deoxy-alpha-D-Glucopyranoside Deacetylase mshB (GlcNAc-Ins deacetylase)
mshC	<I>cysS2</I>, <I>Rv2130c</I>	Rv2130c	7	Cysteine:1D-myo-inosityl 2-amino-2-deoxy--D-glucopyranoside ligase MshC
mshD	<I>Rv0819</I>	Rv0819	7	MSHD, GCN5-RELATED N-ACETYLTRANSFERASE
msrA	<I>Rv0137c</I>	Rv0137c	7	PROBABLE PEPTIDE METHIONINE SULFOXIDE REDUCTASE MSRA (PROTEIN-METHIONINE-S-OXIDE REDUCTASE) (PEPTIDE MET(O) REDUCTASE)
mtn	<I>pfs</I>, <I>Rv0091</I>	Rv0091	7	PROBABLE BIFUNCTIONAL MTA/SAH NUCLEOSIDASE MTN: 5'-METHYLTHIOADENOSINE NUCLEOSIDASE (METHYLTHIOADENOSINE METHYLTHIORIBOHYDROLASE) + S-ADENOSYLHOMOCYSTEINE NUCLEOSIDASE (S-ADENOSYL-L-HOMOCYSTEINE HOMOCYSTEINYLRIBOHYDROLASE)
mtr	<I>gorA</I>, <I>Rv2855</I>	Rv2855	7	NADPH-DEPENDENT MYCOTHIOL REDUCTASE MTR
mycP1	<I>Rv3883c</I>	Rv3883c	7	MEMBRANE-ANCHORED MYCOSIN MYCP1 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-1)
mycP2	<I>Rv3886c</I>	Rv3886c	7	PROBABLE ALANINE AND PROLINE RICH MEMBRANE-ANCHORED MYCOSIN MYCP2 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-2)
mycP3	<I>Rv0291</I>	Rv0291	7	PROBABLE MEMBRANE-ANCHORED MYCOSIN MYCP3 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-3)
mycP4	<I>Rv3449</I>	Rv3449	7	PROBABLE MEMBRANE-ANCHORED MYCOSIN MYCP4 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-4)
mycP5	<I>Rv1796</I>	Rv1796	7	PROBABLE PROLINE RICH MEMBRANE-ANCHORED MYCOSIN MYCP5 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-5)
nadA	<I>Rv1594</I>	Rv1594	7	Probable quinolinate synthetase nadA
nadB	<I>Rv1595</I>	Rv1595	7	Probable L-aspartate oxidase nadB
nadC	<I>Rv1596</I>	Rv1596	7	Probable nicotinate-nucleotide pyrophosphatase nadC
nadD	<I>Rv2421c</I>	Rv2421c	7	PROBABLE NICOTINATE-NUCLEOTIDE ADENYLYLTRANSFERASE NADD (DEAMIDO-NAD(+) PYROPHOSPHORYLASE) (DEAMIDO-NAD(+) DIPHOSPHORYLASE) (NICOTINATE MONONUCLEOTIDE ADENYLYLTRANSFERASE) (NAMN ADENYLYLTRANSFERASE)
nadE	<I>Rv2438c</I>	Rv2438c	7	GLUTAMINE-DEPENDENT NAD(+) SYNTHETASE NADE (NAD(+) SYNTHASE [GLUTAMINE-HYDROLYSING])
narG	<I>Rv1161</I>	Rv1161	7	PROBABLE RESPIRATORY NITRATE REDUCTASE (ALPHA CHAIN) NARG
narH	<I>Rv1162</I>	Rv1162	7	PROBABLE RESPIRATORY NITRATE REDUCTASE (BETA CHAIN) NARH
narI	<I>Rv1164</I>	Rv1164	7	PROBABLE RESPIRATORY NITRATE REDUCTASE (GAMMA CHAIN) NARI
narJ	<I>Rv1163</I>	Rv1163	7	PROBABLE RESPIRATORY NITRATE REDUCTASE (DELTA CHAIN) NARJ
narX	<I>Rv1736c</I>	Rv1736c	7	PROBABLE NITRATE REDUCTASE NARX
nat	<I>nhoA</I>, <I>Rv3566c</I>	Rv3566c	7	ARYLAMINE N-ACETYLTRANSFERASE NAT (ARYLAMINE ACETYLASE)
ndh	<I>Rv1854c</I>	Rv1854c	7	PROBABLE NADH DEHYDROGENASE NDH
ndhA	<I>Rv0392c</I>	Rv0392c	7	PROBABLE MEMBRANE NADH DEHYDROGENASE NDHA
ndkA	<I>ndk</I>, <I>Rv2445c</I>	Rv2445c	7	PROBABLE NUCLEOSIDE DIPHOSPHATE KINASE NDKA (NDK) (NDP KINASE) (NUCLEOSIDE-2-P KINASE)
nirB	<I>nasB</I>, <I>Rv0252</I>	Rv0252	7	PROBABLE NITRITE REDUCTASE [NAD(P)H] LARGE SUBUNIT [FAD FLAVOPROTEIN] NIRB
nirD	<I>Rv0253</I>	Rv0253	7	PROBABLE NITRITE REDUCTASE [NAD(P)H] SMALL SUBUNIT NIRD
nudC	<I>Rv3199c</I>	Rv3199c	7	PROBABLE NADH PYROPHOSPHATASE NUDC (NAD+ DIPHOSPHATASE) (NAD+ PYROPHOSPHATASE) (NADP PYROPHOSPHATASE)
nuoA	<I>Rv3145</I>	Rv3145	7	PROBABLE NADH DEHYDROGENASE I (CHAIN A) NUOA (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN A)
nuoB	<I>Rv3146</I>	Rv3146	7	PROBABLE NADH DEHYDROGENASE I (CHAIN B) NUOB (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN B)
nuoC	<I>Rv3147</I>	Rv3147	7	PROBABLE NADH DEHYDROGENASE I (CHAIN C) NUOC (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN C)
nuoD	<I>Rv3148</I>	Rv3148	7	PROBABLE NADH DEHYDROGENASE I (CHAIN D) NUOD (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN D)
nuoE	<I>Rv3149</I>	Rv3149	7	PROBABLE NADH DEHYDROGENASE I (CHAIN E) NUOE (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN E)
nuoF	<I>Rv3150</I>	Rv3150	7	PROBABLE NADH DEHYDROGENASE I (CHAIN F) NUOF (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN F)
nuoG	<I>Rv3151</I>	Rv3151	7	PROBABLE NADH DEHYDROGENASE I (CHAIN G) NUOG (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN G)
nuoH	<I>Rv3152</I>	Rv3152	7	PROBABLE NADH DEHYDROGENASE I (CHAIN H) NUOH (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN H)
nuoI	<I>Rv3153</I>	Rv3153	7	PROBABLE NADH DEHYDROGENASE I (CHAIN I) NUOI (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN I)
nuoJ	<I>Rv3154</I>	Rv3154	7	PROBABLE NADH DEHYDROGENASE I (CHAIN J) NUOJ (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN J)
nuoK	<I>Rv3155</I>	Rv3155	7	PROBABLE NADH DEHYDROGENASE I (CHAIN K) NUOK (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN K)
nuoL	<I>Rv3156</I>	Rv3156	7	PROBABLE NADH DEHYDROGENASE I (CHAIN L) NUOL (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN L)
nuoM	<I>Rv3157</I>	Rv3157	7	PROBABLE NADH DEHYDROGENASE I (CHAIN M) NUOK (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN M)
nuoN	<I>Rv3158</I>	Rv3158	7	PROBABLE NADH DEHYDROGENASE I (CHAIN N) NUON (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN N)
obg	<I>Rv2440c</I>	Rv2440c	7	PROBABLE GTP1/OBG-FAMILY GTP-BINDING PROTEIN OBG
opcA	<I>Rv1446c</I>	Rv1446c	7	PUTATIVE OXPP CYCLE PROTEIN OPCA
oplA	<I>Rv0266c</I>	Rv0266c	7	PROBABLE 5-OXOPROLINASE OPLA (5-OXO-L-PROLINASE) (PYROGLUTAMASE) (5-OPASE)
orn	<I>Rv2511</I>	Rv2511	7	OLIGORIBONUCLEASE ORN
oxcA	<I>Rv0118c</I>	Rv0118c	7	PROBABLE OXALYL-CoA DECARBOXYLASE OXCA
pabB	<I>Rv1005c</I>	Rv1005c	7	Probable para-aminobenzoate synthase component I PABD
panB	<I>Rv2225</I>	Rv2225	7	Probable 3-methyl-2-oxobutanoate hydroxymethyltransferase PanB
panC	<I>Rv3602c</I>	Rv3602c	7	PROBABLE PANTOATE--BETA-ALANINE LIGASE PANC (PANTOTHENATE SYNTHETASE) (PANTOATE ACTIVATING ENZYME)
panD	<I>Rv3601c</I>	Rv3601c	7	PROBABLE ASPARTATE 1-DECARBOXYLASE PRECURSOR PAND (ASPARTATE ALPHA-DECARBOXYLASE)
pca	<I>Rv2967c</I>	Rv2967c	7	PROBABLE PYRUVATE CARBOXYLASE PCA (PYRUVIC CARBOXYLASE)
pcd	<I>aldB</I>, <I>Rv3293</I>	Rv3293	7	PROBABLE PIPERIDEINE-6-CARBOXILIC ACID DEHYDROGENASE PCD (PIPERIDEINE-6-CARBOXYLATE DEHYDROGENASE)
pckA	<I>pckG</I>, <I>pck1</I>, <I>Rv0211</I>	Rv0211	7	PROBABLE IRON-REGULATED PHOSPHOENOLPYRUVATE CARBOXYKINASE [GTP] PCKA (PHOSPHOENOLPYRUVATE CARBOXYLASE) (PEPCK)(PEP CARBOXYKINASE)
pcp	<I>Rv0319</I>	Rv0319	7	PROBABLE PYRROLIDONE-CARBOXYLATE PEPTIDASE PCP (5-OXOPROLYL-PEPTIDASE) (PYROGLUTAMYL-PEPTIDASE I) (PGP-I) (PYRASE)
pdc	<I>Rv0853c</I>	Rv0853c	7	PROBABLE PYRUVATE OR INDOLE-3-PYRUVATE DECARBOXYLASE PDC
pdhA	<I>Rv2497c</I>	Rv2497c	7	PROBABLE PYRUVATE DEHYDROGENASE E1 COMPONENT (ALPHA SUBUNIT) PDHA (PYRUVATE DECARBOXYLASE) (PYRUVATE DEHYDROGENASE) (PYRUVIC DEHYDROGENASE)
pdhB	<I>Rv2496c</I>	Rv2496c	7	PROBABLE PYRUVATE DEHYDROGENASE E1 COMPONENT (BETA SUBUNIT) PDHB (PYRUVATE DECARBOXYLASE) (PYRUVATE DEHYDROGENASE) (PYRUVIC DEHYDROGENASE)
pdhC	<I>Rv2495c</I>	Rv2495c	7	PROBABLE DIHYDROLIPOAMIDE S-ACETYLTRANSFERASE E2 COMPONENT PDHC (LIPOATE ACETYLTRANSFERASE) (THIOLTRANSACETYLASE A)
pdxH	<I>Rv2607</I>	Rv2607	7	PROBABLE PYRIDOXAMINE 5'-PHOSPHATE OXIDASE PDXH (PNP/PMP OXIDASE) (PYRIDOXINEPHOSPHATE OXIDASE) (PNPOX) (PYRIDOXINE 5'-PHOSPHATE OXIDASE)
pepA	<I>mtb32a</I>, <I>Rv0125</I>	Rv0125	7	PROBABLE SERINE PROTEASE PEPA (SERINE PROTEINASE) (MTB32A)
pepB	<I>Rv2213</I>	Rv2213	7	Probable aminopeptidase PepB
pepC	<I>Rv0800</I>	Rv0800	7	PROBABLE AMINOPEPTIDASE PEPC
pepD	<I>mtb32b</I>, <I>Rv0983</I>	Rv0983	7	PROBABLE SERINE PROTEASE PEPD (SERINE PROTEINASE) (MTB32B)
pepE	<I>Rv2089c</I>	Rv2089c	7	Probable dipeptidase PepE
pepN	<I>pepD</I>, <I>Rv2467</I>	Rv2467	7	PROBABLE AMINOPEPTIDASE N PEPN (LYSYL AMINOPEPTIDASE) (LYS-AP) (ALANINE AMINOPEPTIDASE)
pepQ	<I>Rv2535c</I>	Rv2535c	7	PROBABLE CYTOPLASMIC PEPTIDASE PEPQ
pepR	<I>Rv2782c</I>	Rv2782c	7	PROBABLE ZINC PROTEASE PEPR
pfkA	<I>Rv3010c</I>	Rv3010c	7	PROBABLE 6-PHOSPHOFRUCTOKINASE PFKA (PHOSPHOHEXOKINASE) (PHOSPHOFRUCTOKINASE)
pfkB	<I>Rv2029c</I>	Rv2029c	7	Probable phosphofructokinase PfkB (PHOSPHOHEXOKINASE)
pflA	<I>Rv3138</I>	Rv3138	7	PROBABLE PYRUVATE FORMATE LYASE ACTIVATING PROTEIN PFLA (FORMATE ACETYLTRANSFERASE ACTIVATING ENZYME) ([PYRUVATE FORMATE-LYASE] ACTIVATING ENZYME)
pgi	<I>Rv0946c</I>	Rv0946c	7	PROBABLE GLUCOSE-6-PHOSPHATE ISOMERASE PGI (GPI) (PHOSPHOGLUCOSE ISOMERASE) (PHOSPHOHEXOSE ISOMERASE) (PHI)
pgk	<I>Rv1437</I>	Rv1437	7	PROBABLE PHOSPHOGLYCERATE KINASE PGK
pgmA	<I>Rv3068c</I>	Rv3068c	7	PROBABLE PHOSPHOGLUCOMUTASE PGMA (GLUCOSE PHOSPHOMUTASE) (PGM)
pheA	<I>Rv3838c</I>	Rv3838c	7	POSSIBLE PREPHENATE DEHYDRATASE PHEA
phoH1	<I>phoH</I>, <I>Rv2368c</I>	Rv2368c	7	PROBABLE PHOH-LIKE PROTEIN PHOH1 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH)
phoH2	<I>Rv1095</I>	Rv1095	7	PROBABLE PHOH-LIKE PROTEIN PHOH2 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH)
phyA	<I>crtB</I>, <I>Rv3397c</I>	Rv3397c	7	PROBABLE PHYTOENE SYNTHASE PHYA
pip	<I>Rv0840c</I>	Rv0840c	7	PROBABLE PROLINE IMINOPEPTIDASE PIP (PROLYL AMINOPEPTIDASE) (PAP)
plcA	<I>mpcA</I>, <I>Rv2351c</I>	Rv2351c	7	PROBABLE MEMBRANE-ASSOCIATED PHOSPHOLIPASE C 1 PLCA (MTP40 ANTIGEN)
plcB	<I>mpcB</I>, <I>Rv2350c</I>	Rv2350c	7	PROBABLE MEMBRANE-ASSOCIATED PHOSPHOLIPASE C 2 PLCB
plcC	<I>Rv2349c</I>	Rv2349c	7	PROBABLE PHOSPHOLIPASE C 3 PLCC
plcD	<I>Rv1755c</I>	Rv1755c	7	PROBABLE PHOSPHOLIPASE C 4 (FRAGMENT) PLCD
pmmA	<I>Rv3257c</I>	Rv3257c	7	PROBABLE PHOSPHOMANNOMUTASE  PMMA (PMM) (PHOSPHOMANNOSE MUTASE)
pmmB	<I>Rv3308</I>	Rv3308	7	PROBABLE PHOSPHOMANNOMUTASE PMMB (PHOSPHOMANNOSE MUTASE)
pncA	<I>Rv2043c</I>	Rv2043c	7	PYRAZINAMIDASE/NICOTINAMIDAS PNCA (PZase)
pnp	<I>Rv0535</I>	Rv0535	7	PROBABLE 5'-METHYLTHIOADENOSINE PHOSPHORYLASE PNP (MTA PHOSPHORYLASE)
pntAa	<I>pntAA</I>, <I>Rv0155</I>	Rv0155	7	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAA [FIRST PART; CATALYTIC PART] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA)
pntAb	<I>pntAB</I>, <I>Rv0156</I>	Rv0156	7	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAB [SECOND PART; INTEGRAL MEMBRANE PROTEIN] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA)
pntB	<I>Rv0157</I>	Rv0157	7	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT BETA) PNTB [INTEGRAL MEMBRANE PROTEIN] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT BETA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT BETA)
ppa	<I>Rv3628</I>	Rv3628	7	INORGANIC PYROPHOSPHATASE PPA (PYROPHOSPHATE PHOSPHO-HYDROLASE) (PPASE) (INORGANIC DIPHOSPHATASE) (DIPHOSPHATE PHOSPHO-HYDROLASE)
ppdK	<I>Rv1127c</I>	Rv1127c	7	PROBABLE PYRUVATE, PHOSPHATE DIKINASE PPDK
ppgK	<I>Rv2702</I>	Rv2702	7	POLYPHOSPHATE GLUCOKINASE PPGK (POLYPHOSPHATE-GLUCOSE PHOSPHOTRANSFERASE)
ppk1	<I>Rv2984</I>	Rv2984	7	POLYPHOSPHATE KINASE PPK (POLYPHOSPHORIC ACID KINASE) (ATP-POLYPHOSPHATE PHOSPHOTRANSFERASE)
ppnK	<I>Rv1695</I>	Rv1695	7	Inorganic polyphosphate/ATP-NAD kinase ppnK (Poly(P)/ATP NAD kinase)
